time	task_A_1	task_B_1	task_B_2	task_B_3	voter	task_C_1
8127000	4985	6403	3461	8327	344	5817
8128206	4985	6403	3462	8327	344	5817
8128380	4986	6403	3462	8327	344	5817
8129613	4986	6403	3463	8327	344	5817
8129787	4987	6403	3463	8327	344	5817
8129799	4988	6403	3463	8327	344	5817
8129810	4989	6403	3463	8327	344	5817
8129841	4989	6403	3463	8327	344	5818
8129853	4989	6403	3463	8327	344	5819
8130015	4989	6403	3464	8327	344	5819
8131194	4990	6403	3464	8327	344	5819
8131206	4991	6403	3464	8327	344	5819
8131422	4991	6403	3464	8328	344	5819
8132601	4992	6403	3464	8328	344	5819
8132612	4993	6403	3464	8328	344	5819
8132829	4993	6403	3464	8329	344	5819
8133003	4994	6403	3464	8329	344	5819
8134069	4994	6403	3464	8329	344	5820
8134081	4994	6403	3464	8329	344	5821
8134245	4994	6403	3464	8330	344	5821
8134256	4994	6403	3464	8331	344	5821
8134268	4994	6403	3464	8332	344	5821
8134437	4994	6404	3464	8332	344	5821
8134448	4994	6405	3464	8332	344	5821
8134505	4994	6405	3464	8332	344	5822
8135642	4994	6406	3464	8332	344	5822
8135696	4994	6406	3464	8332	344	5823
8135844	4994	6406	3464	8333	344	5823
8135855	4994	6406	3464	8334	344	5823
8135866	4994	6406	3464	8335	344	5823
8136045	4994	6407	3464	8335	344	5823
8137102	4994	6407	3464	8335	344	5824
8137251	4994	6407	3464	8336	344	5824
8137468	4994	6408	3464	8336	344	5824
8137524	4994	6408	3464	8336	344	5825
8138657	4994	6409	3464	8336	344	5825
8138712	4994	6409	3464	8336	344	5826
8138723	4994	6409	3464	8336	344	5827
8138734	4994	6409	3464	8336	344	5828
8138859	4994	6409	3464	8337	344	5828
8139060	4994	6410	3464	8337	344	5828
8139071	4994	6411	3464	8337	344	5828
8139082	4994	6412	3464	8337	344	5828
8139094	4994	6412	3464	8337	344	5829
8140266	4994	6412	3465	8337	344	5829
8140277	4994	6412	3466	8337	344	5829
8140448	4995	6412	3466	8337	344	5829
8140459	4996	6412	3466	8337	344	5829
8140471	4997	6412	3466	8337	344	5829
8140502	4997	6412	3466	8337	344	5830
8141673	4997	6413	3466	8337	344	5830
8141684	4997	6414	3466	8337	344	5830
8141695	4997	6415	3466	8337	344	5830
8141706	4997	6415	3466	8337	344	5831
8141717	4997	6415	3466	8337	344	5832
8141874	4997	6415	3466	8338	344	5832
8141885	4997	6415	3466	8339	344	5832
8141896	4997	6415	3466	8340	344	5832
8142075	4997	6416	3466	8340	344	5832
8142086	4997	6417	3466	8340	344	5832
8143281	4997	6417	3466	8341	344	5832
8143293	4997	6417	3466	8342	344	5832
8143482	4997	6418	3466	8342	344	5832
8143494	4997	6419	3466	8342	344	5832
8143505	4997	6420	3466	8342	344	5832
8143516	4997	6420	3466	8342	344	5833
8143528	4997	6420	3466	8342	344	5834
8144696	4997	6420	3466	8343	344	5834
8144889	4997	6421	3466	8343	344	5834
8144900	4997	6422	3466	8343	344	5834
8144911	4997	6423	3466	8343	344	5834
8145104	4997	6423	3467	8343	344	5834
8145115	4997	6423	3468	8343	344	5834
8146269	4998	6423	3468	8343	344	5834
8146511	4998	6423	3468	8344	344	5834
8147702	4998	6423	3469	8344	344	5834
8147713	4998	6423	3470	8344	344	5834
8147724	4998	6423	3471	8344	344	5834
8147886	4999	6423	3471	8344	344	5834
8147897	5000	6423	3471	8344	344	5834
8147908	5001	6423	3471	8344	344	5834
8147939	5001	6423	3471	8344	345	5834
8148105	5001	6423	3471	8345	345	5834
8149284	5002	6423	3471	8345	345	5834
8149295	5003	6423	3471	8345	345	5834
8149306	5004	6423	3471	8345	345	5834
8149337	5004	6423	3471	8345	346	5834
8149518	5004	6423	3472	8345	346	5834
8149529	5004	6423	3473	8345	346	5834
8150717	5004	6423	3474	8345	346	5834
8150767	5004	6423	3474	8345	346	5835
8150778	5004	6423	3474	8345	346	5836
8150789	5004	6423	3474	8345	346	5837
8150918	5004	6423	3474	8346	346	5837
8150929	5004	6423	3474	8347	346	5837
8151120	5004	6424	3474	8347	346	5837
8152169	5004	6424	3474	8347	346	5838
8152326	5004	6424	3474	8348	346	5838
8152526	5004	6425	3474	8348	346	5838
8152537	5004	6426	3474	8348	346	5838
8152548	5004	6427	3474	8348	346	5838
8153706	5005	6427	3474	8348	346	5838
8153718	5006	6427	3474	8348	346	5838
8153729	5007	6427	3474	8348	346	5838
8153759	5007	6427	3474	8348	347	5838
8153933	5007	6427	3475	8348	347	5838
8153944	5007	6427	3476	8348	347	5838
8154108	5008	6427	3476	8348	347	5838
8154119	5009	6427	3476	8348	347	5838
8155314	5010	6427	3476	8348	347	5838
8155325	5011	6427	3476	8348	347	5838
8155336	5012	6427	3476	8348	347	5838
8155367	5012	6427	3476	8348	348	5838
8155542	5012	6427	3477	8348	348	5838
8155554	5012	6427	3478	8348	348	5838
8155565	5012	6427	3479	8348	348	5838
8156748	5012	6427	3480	8348	348	5838
8156798	5012	6427	3480	8348	348	5839
8156809	5012	6427	3480	8348	348	5840
8156820	5012	6427	3480	8348	348	5841
8156949	5012	6427	3480	8349	348	5841
8156960	5012	6427	3480	8350	348	5841
8157150	5012	6428	3480	8350	348	5841
8158355	5012	6428	3480	8351	348	5841
8158556	5012	6429	3480	8351	348	5841
8158567	5012	6430	3480	8351	348	5841
8158624	5012	6430	3480	8351	348	5842
8158635	5012	6430	3480	8351	348	5843
8158646	5012	6430	3480	8351	348	5844
8159762	5012	6431	3480	8351	348	5844
8159816	5012	6431	3480	8351	348	5845
8159827	5012	6431	3480	8351	348	5846
8159838	5012	6431	3480	8351	348	5847
8159968	5012	6431	3480	8352	348	5847
8159979	5012	6431	3480	8353	348	5847
8159990	5012	6431	3480	8354	348	5847
8160174	5012	6432	3480	8354	348	5847
8161386	5012	6432	3481	8354	348	5847
8161397	5012	6432	3482	8354	348	5847
8161408	5012	6432	3483	8354	348	5847
8161545	5013	6432	3483	8354	348	5847
8161556	5014	6432	3483	8354	348	5847
8162777	5014	6432	3484	8354	348	5847
8162788	5014	6432	3485	8354	348	5847
8162799	5014	6432	3486	8354	348	5847
8162952	5015	6432	3486	8354	348	5847
8163180	5015	6432	3486	8355	348	5847
8164359	5016	6432	3486	8355	348	5847
8164587	5016	6432	3486	8356	348	5847
8165792	5016	6433	3486	8356	348	5847
8165842	5016	6433	3486	8356	348	5848
8165994	5016	6433	3486	8357	348	5848
8166005	5016	6433	3486	8358	348	5848
8166195	5016	6434	3486	8358	348	5848
8166206	5016	6435	3486	8358	348	5848
8167416	5016	6435	3487	8358	348	5848
8167427	5016	6435	3488	8358	348	5848
8167438	5016	6435	3489	8358	348	5848
8167575	5017	6435	3489	8358	348	5848
8168813	5017	6435	3489	8359	348	5848
8168982	5018	6435	3489	8359	348	5848
8168993	5019	6435	3489	8359	348	5848
8169223	5019	6435	3489	8360	348	5848
8169234	5019	6435	3489	8361	348	5848
8169245	5019	6435	3489	8362	348	5848
8170416	5019	6435	3490	8362	348	5848
8170427	5019	6435	3491	8362	348	5848
8170590	5020	6435	3491	8362	348	5848
8170601	5021	6435	3491	8362	348	5848
8171822	5021	6435	3492	8362	348	5848
8171997	5022	6435	3492	8362	348	5848
8172008	5023	6435	3492	8362	348	5848
8172019	5024	6435	3492	8362	348	5848
8172225	5024	6435	3492	8363	348	5848
8173412	5025	6435	3492	8363	348	5848
8173632	5025	6435	3492	8364	348	5848
8173644	5025	6435	3492	8365	348	5848
8173655	5025	6435	3492	8366	348	5848
8174838	5025	6435	3492	8367	348	5848
8174849	5025	6435	3492	8368	348	5848
8175056	5025	6436	3492	8368	348	5848
8175067	5025	6437	3492	8368	348	5848
8175078	5025	6438	3492	8368	348	5848
8175240	5025	6438	3492	8369	348	5848
8176446	5025	6439	3492	8369	348	5848
8176457	5025	6440	3492	8369	348	5848
8176515	5025	6440	3492	8369	348	5849
8176647	5025	6440	3493	8369	348	5849
8177853	5025	6441	3493	8369	348	5849
8177902	5025	6441	3493	8369	348	5850
8177913	5025	6441	3493	8369	348	5851
8178054	5025	6441	3493	8370	348	5851
8178255	5025	6442	3493	8370	348	5851
8179475	5025	6443	3493	8370	348	5851
8179486	5025	6444	3493	8370	348	5851
8179537	5025	6444	3493	8370	348	5852
8179548	5025	6444	3493	8370	348	5853
8179559	5025	6444	3493	8370	348	5854
8179662	5025	6444	3493	8371	348	5854
8180867	5025	6444	3493	8372	348	5854
8180878	5025	6444	3493	8373	348	5854
8181069	5025	6445	3493	8373	348	5854
8181080	5025	6446	3493	8373	348	5854
8181132	5025	6446	3493	8373	348	5855
8181286	5025	6446	3493	8374	348	5855
8182304	5025	6446	3493	8374	348	5856
8182315	5025	6446	3493	8374	348	5857
8182476	5025	6446	3493	8375	348	5857
8182676	5025	6447	3493	8375	348	5857
8182730	5025	6447	3493	8375	348	5858
8183882	5025	6448	3493	8375	348	5858
8183939	5025	6448	3493	8375	348	5859
8184084	5025	6448	3493	8376	348	5859
8184095	5025	6448	3493	8377	348	5859
8184106	5025	6448	3493	8378	348	5859
8184302	5025	6449	3493	8378	348	5859
8185304	5025	6449	3493	8379	348	5859
8185507	5025	6450	3493	8379	348	5859
8185564	5025	6450	3493	8379	348	5860
8185575	5025	6450	3493	8379	348	5861
8185586	5025	6450	3493	8379	348	5862
8185691	5025	6450	3493	8380	348	5862
8185702	5025	6450	3493	8381	348	5862
8186871	5026	6450	3493	8381	348	5862
8186882	5027	6450	3493	8381	348	5862
8187099	5027	6450	3493	8382	348	5862
8187110	5027	6450	3493	8383	348	5862
8187300	5027	6451	3493	8383	348	5862
8188331	5027	6451	3493	8383	349	5862
8188514	5027	6451	3494	8383	349	5862
8188688	5028	6451	3494	8383	349	5862
8189912	5028	6451	3494	8384	349	5862
8190114	5028	6452	3494	8384	349	5862
8190125	5028	6453	3494	8384	349	5862
8190185	5028	6453	3494	8384	349	5863
8190196	5028	6453	3494	8384	349	5864
8190207	5028	6453	3494	8384	349	5865
8191320	5028	6453	3495	8384	349	5865
8191502	5029	6453	3495	8384	349	5865
8191513	5030	6453	3495	8384	349	5865
8191524	5031	6453	3495	8384	349	5865
8191556	5031	6453	3495	8384	349	5866
8191567	5031	6453	3495	8384	349	5867
8191737	5031	6453	3496	8384	349	5867
8191748	5031	6453	3497	8384	349	5867
8191759	5031	6453	3498	8384	349	5867
8192909	5032	6453	3498	8384	349	5867
8192920	5033	6453	3498	8384	349	5867
8193129	5033	6453	3498	8385	349	5867
8194308	5034	6453	3498	8385	349	5867
8194319	5035	6453	3498	8385	349	5867
8194330	5036	6453	3498	8385	349	5867
8194536	5036	6453	3498	8386	349	5867
8194547	5036	6453	3498	8387	349	5867
8194558	5036	6453	3498	8388	349	5867
8194737	5036	6454	3498	8388	349	5867
8194748	5036	6455	3498	8388	349	5867
8194759	5036	6456	3498	8388	349	5867
8194771	5036	6456	3498	8388	349	5868
8195943	5036	6456	3498	8389	349	5868
8196144	5036	6457	3498	8389	349	5868
8196156	5036	6458	3498	8389	349	5868
8196167	5036	6459	3498	8389	349	5868
8196178	5036	6459	3498	8389	349	5869
8196189	5036	6459	3498	8389	349	5870
8197354	5036	6459	3498	8390	349	5870
8197365	5036	6459	3498	8391	349	5870
8197551	5036	6460	3498	8391	349	5870
8197563	5036	6461	3498	8391	349	5870
8197574	5036	6462	3498	8391	349	5870
8197752	5036	6462	3498	8392	349	5870
8197764	5036	6462	3498	8393	349	5870
8198958	5036	6462	3499	8393	349	5870
8198970	5036	6462	3500	8393	349	5870
8199132	5037	6462	3500	8393	349	5870
8199144	5038	6462	3500	8393	349	5870
8199155	5039	6462	3500	8393	349	5870
8199186	5039	6462	3500	8393	349	5871
8200365	5039	6462	3500	8394	349	5871
8200566	5039	6463	3500	8394	349	5871
8200577	5039	6464	3500	8394	349	5871
8200637	5039	6464	3500	8394	349	5872
8200767	5039	6464	3500	8395	349	5872
8201972	5039	6464	3500	8396	349	5872
8202192	5039	6465	3500	8396	349	5872
8202203	5039	6466	3500	8396	349	5872
8202214	5039	6467	3500	8396	349	5872
8202265	5039	6467	3500	8396	349	5873
8202276	5039	6467	3500	8396	349	5874
8202287	5039	6467	3500	8396	349	5875
8203353	5040	6467	3500	8396	349	5875
8203364	5041	6467	3500	8396	349	5875
8203375	5042	6467	3500	8396	349	5875
8203406	5042	6467	3500	8396	350	5875
8203581	5042	6467	3501	8396	350	5875
8203592	5042	6467	3502	8396	350	5875
8203755	5043	6467	3502	8396	350	5875
8203766	5044	6467	3502	8396	350	5875
8203777	5045	6467	3502	8396	350	5875
8203809	5045	6467	3502	8396	350	5876
8204988	5045	6468	3502	8396	350	5876
8204999	5045	6469	3502	8396	350	5876
8205010	5045	6470	3502	8396	350	5876
8205189	5045	6470	3502	8397	350	5876
8205200	5045	6470	3502	8398	350	5876
8206400	5045	6470	3502	8399	350	5876
8206613	5045	6471	3502	8399	350	5876
8206671	5045	6471	3502	8399	350	5877
8206797	5045	6471	3502	8400	350	5877
8208012	5045	6471	3503	8400	350	5877
8208023	5045	6471	3504	8400	350	5877
8208177	5046	6471	3504	8400	350	5877
8208189	5047	6471	3504	8400	350	5877
8208200	5048	6471	3504	8400	350	5877
8208231	5048	6471	3504	8400	350	5878
8209416	5048	6471	3505	8400	350	5878
8209427	5048	6471	3506	8400	350	5878
8209438	5048	6471	3507	8400	350	5878
8209584	5049	6471	3507	8400	350	5878
8209812	5049	6471	3507	8401	350	5878
8209824	5049	6471	3507	8402	350	5878
8209835	5049	6471	3507	8403	350	5878
8211017	5049	6472	3507	8403	350	5878
8211069	5049	6472	3507	8403	350	5879
8211080	5049	6472	3507	8403	350	5880
8211219	5049	6472	3507	8404	350	5880
8212424	5049	6473	3507	8404	350	5880
8212481	5049	6473	3507	8404	350	5881
8212640	5049	6473	3508	8404	350	5881
8212800	5050	6473	3508	8404	350	5881
8214006	5051	6473	3508	8404	350	5881
8214018	5052	6473	3508	8404	350	5881
8214029	5053	6473	3508	8404	350	5881
8214060	5053	6473	3508	8404	351	5881
8214242	5053	6473	3509	8404	351	5881
8214291	5053	6473	3509	8404	351	5882
8214302	5053	6473	3509	8404	351	5883
8214313	5053	6473	3509	8404	351	5884
8215413	5054	6473	3509	8404	351	5884
8215424	5055	6473	3509	8404	351	5884
8215641	5055	6473	3509	8405	351	5884
8215815	5056	6473	3509	8405	351	5884
8217021	5057	6473	3509	8405	351	5884
8217032	5058	6473	3509	8405	351	5884
8217249	5058	6473	3509	8406	351	5884
8217260	5058	6473	3509	8407	351	5884
8218468	5058	6473	3509	8408	351	5884
8218479	5058	6473	3509	8409	351	5884
8218490	5058	6473	3509	8410	351	5884
8218656	5058	6474	3509	8410	351	5884
8218707	5058	6474	3509	8410	351	5885
8218857	5058	6474	3510	8410	351	5885
8220077	5058	6474	3511	8410	351	5885
8220088	5058	6474	3512	8410	351	5885
8220099	5058	6474	3513	8410	351	5885
8220237	5059	6474	3513	8410	351	5885
8221443	5060	6474	3513	8410	351	5885
8221671	5060	6474	3513	8411	351	5885
8221845	5061	6474	3513	8411	351	5885
8223078	5061	6475	3513	8411	351	5885
8223136	5061	6475	3513	8411	351	5886
8223279	5061	6475	3513	8412	351	5886
8224484	5061	6476	3513	8412	351	5886
8224542	5061	6476	3513	8412	351	5887
8224553	5061	6476	3513	8412	351	5888
8224564	5061	6476	3513	8412	351	5889
8224685	5061	6476	3513	8413	351	5889
8224696	5061	6476	3513	8414	351	5889
8224887	5061	6477	3513	8414	351	5889
8226108	5061	6477	3514	8414	351	5889
8226119	5061	6477	3515	8414	351	5889
8226130	5061	6477	3516	8414	351	5889
8226267	5062	6477	3516	8414	351	5889
8226278	5063	6477	3516	8414	351	5889
8227514	5063	6477	3517	8414	351	5889
8227525	5063	6477	3518	8414	351	5889
8227674	5064	6477	3518	8414	351	5889
8227685	5065	6477	3518	8414	351	5889
8227915	5065	6477	3518	8415	351	5889
8227926	5065	6477	3518	8416	351	5889
8229107	5065	6478	3518	8416	351	5889
8229118	5065	6479	3518	8416	351	5889
8229129	5065	6480	3518	8416	351	5889
8229140	5065	6480	3518	8416	351	5890
8229151	5065	6480	3518	8416	351	5891
8229308	5065	6480	3518	8417	351	5891
8230514	5065	6480	3519	8417	351	5891
8230525	5065	6480	3520	8417	351	5891
8230689	5066	6480	3520	8417	351	5891
8230700	5067	6480	3520	8417	351	5891
8230711	5068	6480	3520	8417	351	5891
8230743	5068	6480	3520	8417	351	5892
8230917	5068	6480	3521	8417	351	5892
8232140	5068	6481	3521	8417	351	5892
8232188	5068	6481	3521	8417	351	5893
8232199	5068	6481	3521	8417	351	5894
8232210	5068	6481	3521	8417	351	5895
8232324	5068	6481	3522	8417	351	5895
8232335	5068	6481	3523	8417	351	5895
8232346	5068	6481	3524	8417	351	5895
8233529	5068	6481	3525	8417	351	5895
8233540	5068	6481	3526	8417	351	5895
8233704	5069	6481	3526	8417	351	5895
8233932	5069	6481	3526	8418	351	5895
8234988	5069	6481	3526	8418	351	5896
8235138	5069	6481	3526	8419	351	5896
8235339	5069	6482	3526	8419	351	5896
8235350	5069	6483	3526	8419	351	5896
8235361	5069	6484	3526	8419	351	5896
8236544	5069	6485	3526	8419	351	5896
8236601	5069	6485	3526	8419	351	5897
8236746	5069	6485	3526	8420	351	5897
8236758	5069	6485	3526	8421	351	5897
8236770	5069	6485	3526	8422	351	5897
8236947	5069	6486	3526	8422	351	5897
8236958	5069	6487	3526	8422	351	5897
8238126	5070	6487	3526	8422	351	5897
8238354	5070	6487	3526	8423	351	5897
8239575	5070	6487	3527	8423	351	5897
8239603	5070	6487	3527	8423	351	5898
8239614	5070	6487	3527	8423	351	5899
8239625	5070	6487	3527	8423	351	5900
8239774	5070	6487	3527	8424	351	5900
8239785	5070	6487	3527	8425	351	5900
8239796	5070	6487	3527	8426	351	5900
8239962	5070	6488	3527	8426	351	5900
8241168	5070	6489	3527	8426	351	5900
8241179	5070	6490	3527	8426	351	5900
8241190	5070	6491	3527	8426	351	5900
8241245	5070	6491	3527	8426	351	5901
8241257	5070	6491	3527	8426	351	5902
8241269	5070	6491	3527	8426	351	5903
8241369	5070	6491	3527	8427	351	5903
8241380	5070	6491	3527	8428	351	5903
8241391	5070	6491	3527	8429	351	5903
8242574	5070	6491	3527	8430	351	5903
8242749	5071	6491	3527	8430	351	5903
8242977	5071	6491	3527	8431	351	5903
8244025	5071	6491	3527	8431	351	5904
8244183	5071	6491	3527	8432	351	5904
8244194	5071	6491	3527	8433	351	5904
8244205	5071	6491	3527	8434	351	5904
8244383	5071	6492	3527	8434	351	5904
8244394	5071	6493	3527	8434	351	5904
8244449	5071	6493	3527	8434	351	5905
8244460	5071	6493	3527	8434	351	5906
8245563	5072	6493	3527	8434	351	5906
8245794	5072	6493	3527	8435	351	5906
8245992	5072	6494	3527	8435	351	5906
8247044	5072	6494	3527	8435	351	5907
8247198	5072	6494	3527	8436	351	5907
8247399	5072	6495	3527	8436	351	5907
8247458	5072	6495	3527	8436	351	5908
8248582	5073	6495	3527	8436	351	5908
8248594	5074	6495	3527	8436	351	5908
8248605	5075	6495	3527	8436	351	5908
8248635	5075	6495	3527	8436	352	5908
8248806	5075	6495	3528	8436	352	5908
8248817	5075	6495	3529	8436	352	5908
8248980	5076	6495	3529	8436	352	5908
8250230	5076	6496	3529	8436	352	5908
8250278	5076	6496	3529	8436	352	5909
8250289	5076	6496	3529	8436	352	5910
8250300	5076	6496	3529	8436	352	5911
8250414	5076	6496	3529	8437	352	5911
8251601	5077	6496	3529	8437	352	5911
8251821	5077	6496	3529	8438	352	5911
8251832	5077	6496	3529	8439	352	5911
8251844	5077	6496	3529	8440	352	5911
8252022	5077	6497	3529	8440	352	5911
8253228	5077	6497	3530	8440	352	5911
8253239	5077	6497	3531	8440	352	5911
8253250	5077	6497	3532	8440	352	5911
8253402	5078	6497	3532	8440	352	5911
8254608	5079	6497	3532	8440	352	5911
8254836	5079	6497	3532	8441	352	5911
8254847	5079	6497	3532	8442	352	5911
8254858	5079	6497	3532	8443	352	5911
8255037	5079	6498	3532	8443	352	5911
8256243	5079	6499	3532	8443	352	5911
8256296	5079	6499	3532	8443	352	5912
8256444	5079	6499	3533	8443	352	5912
8257623	5080	6499	3533	8443	352	5912
8257634	5081	6499	3533	8443	352	5912
8257645	5082	6499	3533	8443	352	5912
8257676	5082	6499	3533	8443	353	5912
8257866	5082	6499	3534	8443	353	5912
8258025	5083	6499	3534	8443	353	5912
8259096	5083	6499	3534	8443	353	5913
8259107	5083	6499	3534	8443	353	5914
8259258	5083	6499	3534	8444	353	5914
8259459	5083	6500	3534	8444	353	5914
8259470	5083	6501	3534	8444	353	5914
8259481	5083	6502	3534	8444	353	5914
8259492	5083	6502	3534	8444	353	5915
8259503	5083	6502	3534	8444	353	5916
8260638	5084	6502	3534	8444	353	5916
8260880	5084	6502	3534	8445	353	5916
8261066	5084	6503	3534	8445	353	5916
8261077	5084	6504	3534	8445	353	5916
8262273	5084	6504	3534	8446	353	5916
8262473	5084	6505	3534	8446	353	5916
8262526	5084	6505	3534	8446	353	5917
8263679	5084	6506	3534	8446	353	5917
8263690	5084	6507	3534	8446	353	5917
8263749	5084	6507	3534	8446	353	5918
8263760	5084	6507	3534	8446	353	5919
8263881	5084	6507	3534	8447	353	5919
8264055	5085	6507	3534	8447	353	5919
8264066	5086	6507	3534	8447	353	5919
8264077	5087	6507	3534	8447	353	5919
8264109	5087	6507	3534	8447	353	5920
8265305	5087	6508	3534	8447	353	5920
8265316	5087	6509	3534	8447	353	5920
8265327	5087	6510	3534	8447	353	5920
8265489	5087	6510	3534	8448	353	5920
8266695	5087	6510	3534	8449	353	5920
8266706	5087	6510	3534	8450	353	5920
8266717	5087	6510	3534	8451	353	5920
8266896	5087	6511	3534	8451	353	5920
8266907	5087	6512	3534	8451	353	5920
8266961	5087	6512	3534	8451	353	5921
8266972	5087	6512	3534	8451	353	5922
8267097	5087	6512	3534	8452	353	5922
8267108	5087	6512	3534	8453	353	5922
8268276	5088	6512	3534	8453	353	5922
8268287	5089	6512	3534	8453	353	5922
8268298	5090	6512	3534	8453	353	5922
8268330	5090	6512	3534	8453	354	5922
8268518	5090	6512	3535	8453	354	5922
8268529	5090	6512	3536	8453	354	5922
8268541	5090	6512	3537	8453	354	5922
8269709	5090	6512	3537	8454	354	5922
8269720	5090	6512	3537	8455	354	5922
8269732	5090	6512	3537	8456	354	5922
8269928	5090	6513	3537	8456	354	5922
8269986	5090	6513	3537	8456	354	5923
8270112	5090	6513	3537	8457	354	5923
8271318	5090	6513	3538	8457	354	5923
8271366	5090	6513	3538	8457	354	5924
8271519	5090	6513	3538	8458	354	5924
8272698	5091	6513	3538	8458	354	5924
8272926	5091	6513	3538	8459	354	5924
8272937	5091	6513	3538	8460	354	5924
8273127	5091	6514	3538	8460	354	5924
8274180	5091	6514	3538	8460	354	5925
8274347	5091	6514	3538	8461	354	5925
8274358	5091	6514	3538	8462	354	5925
8274551	5091	6515	3538	8462	354	5925
8274563	5091	6516	3538	8462	354	5925
8274630	5091	6516	3538	8462	354	5926
8275713	5092	6516	3538	8462	354	5926
8275941	5092	6516	3538	8463	354	5926
8275952	5092	6516	3538	8464	354	5926
8275963	5092	6516	3538	8465	354	5926
8276150	5092	6517	3538	8465	354	5926
8276161	5092	6518	3538	8465	354	5926
8277348	5092	6518	3539	8465	354	5926
8277530	5093	6518	3539	8465	354	5926
8278754	5093	6518	3540	8465	354	5926
8278765	5093	6518	3541	8465	354	5926
8278776	5093	6518	3542	8465	354	5926
8278929	5094	6518	3542	8465	354	5926
8278941	5095	6518	3542	8465	354	5926
8278952	5096	6518	3542	8465	354	5926
8279157	5096	6518	3542	8466	354	5926
8279168	5096	6518	3542	8467	354	5926
8280363	5096	6518	3542	8468	354	5926
8280374	5096	6518	3542	8469	354	5926
8280564	5096	6519	3542	8469	354	5926
8280619	5096	6519	3542	8469	354	5927
8281778	5096	6520	3542	8469	354	5927
8281790	5096	6521	3542	8469	354	5927
8281801	5096	6522	3542	8469	354	5927
8281813	5096	6522	3542	8469	354	5928
8281971	5096	6522	3542	8470	354	5928
8282145	5097	6522	3542	8470	354	5928
8282156	5098	6522	3542	8470	354	5928
8282167	5099	6522	3542	8470	354	5928
8282199	5099	6522	3542	8470	354	5929
8283351	5100	6522	3542	8470	354	5929
8283579	5100	6522	3542	8471	354	5929
8283591	5100	6522	3542	8472	354	5929
8284793	5100	6523	3542	8472	354	5929
8284804	5100	6524	3542	8472	354	5929
8284816	5100	6525	3542	8472	354	5929
8284867	5100	6525	3542	8472	354	5930
8284878	5100	6525	3542	8472	354	5931
8284889	5100	6525	3542	8472	354	5932
8284986	5100	6525	3542	8473	354	5932
8285190	5100	6526	3542	8473	354	5932
8285249	5100	6526	3542	8473	354	5933
8286366	5101	6526	3542	8473	354	5933
8286377	5102	6526	3542	8473	354	5933
8286602	5102	6526	3542	8474	354	5933
8286768	5103	6526	3542	8474	354	5933
8287818	5103	6526	3542	8475	354	5933
8288001	5103	6527	3542	8475	354	5933
8288013	5103	6528	3542	8475	354	5933
8288073	5103	6528	3542	8475	354	5934
8288201	5103	6528	3543	8475	354	5934
8289407	5103	6529	3543	8475	354	5934
8289418	5103	6530	3543	8475	354	5934
8289429	5103	6531	3543	8475	354	5934
8289440	5103	6531	3543	8475	354	5935
8289609	5103	6531	3543	8476	354	5935
8289621	5103	6531	3543	8477	354	5935
8289809	5103	6532	3543	8477	354	5935
8291015	5103	6533	3543	8477	354	5935
8291026	5103	6534	3543	8477	354	5935
8291037	5103	6535	3543	8477	354	5935
8291092	5103	6535	3543	8477	354	5936
8291103	5103	6535	3543	8477	354	5937
8291114	5103	6535	3543	8477	354	5938
8291216	5103	6535	3543	8478	354	5938
8291227	5103	6535	3543	8479	354	5938
8291238	5103	6535	3543	8480	354	5938
8292422	5103	6535	3544	8480	354	5938
8292472	5103	6535	3544	8480	354	5939
8292624	5103	6535	3544	8481	354	5939
8292837	5103	6536	3544	8481	354	5939
8292848	5103	6537	3544	8481	354	5939
8294006	5104	6537	3544	8481	354	5939
8294232	5104	6537	3544	8482	354	5939
8294243	5104	6537	3544	8483	354	5939
8294254	5104	6537	3544	8484	354	5939
8295437	5104	6538	3544	8484	354	5939
8295448	5104	6539	3544	8484	354	5939
8295503	5104	6539	3544	8484	354	5940
8295639	5104	6539	3544	8485	354	5940
8295650	5104	6539	3544	8486	354	5940
8295661	5104	6539	3544	8487	354	5940
8295840	5104	6540	3544	8487	354	5940
8295898	5104	6540	3544	8487	354	5941
8297019	5105	6540	3544	8487	354	5941
8297247	5105	6540	3544	8488	354	5941
8298452	5105	6540	3544	8489	354	5941
8298654	5105	6541	3544	8489	354	5941
8298708	5105	6541	3544	8489	354	5942
8298868	5105	6541	3544	8490	354	5942
8300061	5105	6542	3544	8490	354	5942
8300072	5105	6543	3544	8490	354	5942
8300083	5105	6544	3544	8490	354	5942
8300094	5105	6544	3544	8490	354	5943
8300261	5105	6544	3544	8491	354	5943
8301467	5105	6545	3544	8491	354	5943
8301518	5105	6545	3544	8491	354	5944
8301529	5105	6545	3544	8491	354	5945
8301540	5105	6545	3544	8491	354	5946
8301669	5105	6545	3544	8492	354	5946
8301887	5105	6546	3544	8492	354	5946
8301898	5105	6547	3544	8492	354	5946
8301909	5105	6548	3544	8492	354	5946
8303075	5105	6549	3544	8492	354	5946
8303125	5105	6549	3544	8492	354	5947
8303278	5105	6549	3545	8492	354	5947
8303289	5105	6549	3546	8492	354	5947
8303300	5105	6549	3547	8492	354	5947
8304482	5105	6550	3547	8492	354	5947
8304493	5105	6551	3547	8492	354	5947
8304551	5105	6551	3547	8492	354	5948
8304683	5105	6551	3548	8492	354	5948
8304694	5105	6551	3549	8492	354	5948
8304706	5105	6551	3550	8492	354	5948
8304858	5106	6551	3550	8492	354	5948
