time	task_A_1	task_B_1	task_B_2	task_B_3	voter	task_C_1
503511	278	393	226	528	22	351
503738	278	393	226	529	22	351
504944	278	394	226	529	22	351
504996	278	394	226	529	22	352
505007	278	394	226	529	22	353
505019	278	394	226	529	22	354
505150	278	394	226	530	22	354
505320	279	394	226	530	22	354
506526	280	394	226	530	22	354
506537	281	394	226	530	22	354
506548	282	394	226	530	22	354
506579	282	394	226	530	23	354
506753	282	394	227	530	23	354
507964	282	394	227	531	23	354
507975	282	394	227	532	23	354
507986	282	394	227	533	23	354
508160	282	395	227	533	23	354
508220	282	395	227	533	23	355
508361	282	395	227	534	23	355
508372	282	395	227	535	23	355
509567	282	396	227	535	23	355
509623	282	396	227	535	23	356
509634	282	396	227	535	23	357
509769	282	396	227	536	23	357
510974	282	397	227	536	23	357
510985	282	398	227	536	23	357
511035	282	398	227	536	23	358
511189	282	398	227	537	23	358
511376	282	399	227	537	23	358
511427	282	399	227	537	23	359
512556	283	399	227	537	23	359
512783	283	399	227	538	23	359
513989	283	400	227	538	23	359
514044	283	400	227	538	23	360
514055	283	400	227	538	23	361
514066	283	400	227	538	23	362
514190	283	400	227	539	23	362
514365	284	400	227	539	23	362
515597	284	400	228	539	23	362
515647	284	400	228	539	23	363
515798	284	400	228	540	23	363
515809	284	400	228	541	23	363
515820	284	400	228	542	23	363
516978	285	400	228	542	23	363
517219	285	400	228	543	23	363
517230	285	400	228	544	23	363
517406	285	401	228	544	23	363
518459	285	401	228	544	23	364
518612	285	401	228	545	23	364
518813	285	402	228	545	23	364
518869	285	402	228	545	23	365
518880	285	402	228	545	23	366
518891	285	402	228	545	23	367
519993	286	402	228	545	23	367
520224	286	402	228	546	23	367
520421	286	403	228	546	23	367
520432	286	404	228	546	23	367
520444	286	405	228	546	23	367
521642	286	405	229	546	23	367
521653	286	405	230	546	23	367
521802	287	405	230	546	23	367
521814	288	405	230	546	23	367
523034	288	405	231	546	23	367
523045	288	405	232	546	23	367
523217	289	405	232	546	23	367
523436	289	405	232	547	23	367
523447	289	405	232	548	23	367
523458	289	405	232	549	23	367
524616	290	405	232	549	23	367
524627	291	405	232	549	23	367
524638	292	405	232	549	23	367
524669	292	405	232	549	24	367
524844	292	405	233	549	24	367
524855	292	405	234	549	24	367
524866	292	405	235	549	24	367
526049	292	405	235	550	24	367
526060	292	405	235	551	24	367
526071	292	405	235	552	24	367
526250	292	406	235	552	24	367
526278	292	406	235	552	24	368
526289	292	406	235	552	24	369
526451	292	406	236	552	24	369
526479	292	406	236	552	24	370
527657	292	406	236	553	24	370
527858	292	407	236	553	24	370
527917	292	407	236	553	24	371
527928	292	407	236	553	24	372
527939	292	407	236	553	24	373
529064	292	408	236	553	24	373
529075	292	409	236	553	24	373
529135	292	409	236	553	24	374
529265	292	409	236	554	24	374
529276	292	409	236	555	24	374
529287	292	409	236	556	24	374
529466	292	410	236	556	24	374
529477	292	411	236	556	24	374
530672	292	412	236	556	24	374
530722	292	412	236	556	24	375
530873	292	412	237	556	24	375
530901	292	412	237	556	24	376
532079	292	412	237	557	24	376
532090	292	412	237	558	24	376
532101	292	412	237	559	24	376
532280	292	413	237	559	24	376
532291	292	414	237	559	24	376
532341	292	414	237	559	24	377
532493	292	414	237	560	24	377
532504	292	414	237	561	24	377
533687	292	414	237	562	24	377
533888	292	415	237	562	24	377
533937	292	415	237	562	24	378
535094	292	415	237	563	24	378
535105	292	415	237	564	24	378
535116	292	415	237	565	24	378
535295	292	416	237	565	24	378
535350	292	416	237	565	24	379
535496	292	416	237	566	24	379
535507	292	416	237	567	24	379
535518	292	416	237	568	24	379
536676	293	416	237	568	24	379
536687	294	416	237	568	24	379
536903	294	416	237	569	24	379
536914	294	416	237	570	24	379
536926	294	416	237	571	24	379
538109	294	417	237	571	24	379
538136	294	417	237	571	24	380
538310	294	417	238	571	24	380
538485	295	417	238	571	24	380
539717	295	417	239	571	24	380
539767	295	417	239	571	24	381
539778	295	417	239	571	24	382
539789	295	417	239	571	24	383
539918	295	417	239	572	24	383
541098	296	417	239	572	24	383
541325	296	417	239	573	24	383
541500	297	417	239	573	24	383
541511	298	417	239	573	24	383
542749	298	418	239	573	24	383
542760	298	419	239	573	24	383
542771	298	420	239	573	24	383
542822	298	420	239	573	24	384
542833	298	420	239	573	24	385
542844	298	420	239	573	24	386
542933	298	420	239	574	24	386
542944	298	420	239	575	24	386
544153	298	420	239	576	24	386
544322	299	420	239	576	24	386
544541	299	420	239	577	24	386
544552	299	420	239	578	24	386
545573	299	420	239	578	25	386
545747	299	420	240	578	25	386
545758	299	420	241	578	25	386
545922	300	420	241	578	25	386
547128	301	420	241	578	25	386
547139	302	420	241	578	25	386
547355	302	420	241	579	25	386
547556	302	421	241	579	25	386
548562	302	421	241	580	25	386
548573	302	421	241	581	25	386
548584	302	421	241	582	25	386
548762	302	422	241	582	25	386
548821	302	422	241	582	25	387
548832	302	422	241	582	25	388
548843	302	422	241	582	25	389
548963	302	422	241	583	25	389
548974	302	422	241	584	25	389
548985	302	422	241	585	25	389
550169	302	422	241	586	25	389
550370	302	423	241	586	25	389
550421	302	423	241	586	25	390
551576	302	423	242	586	25	390
551587	302	423	243	586	25	390
551598	302	423	244	586	25	390
551751	303	423	244	586	25	390
551978	303	423	244	587	25	390
551989	303	423	244	588	25	390
552000	303	423	244	589	25	390
553158	304	423	244	589	25	390
553169	305	423	244	589	25	390
553180	306	423	244	589	25	390
553211	306	423	244	589	26	390
553385	306	423	245	589	26	390
553396	306	423	246	589	26	390
553407	306	423	247	589	26	390
553560	307	423	247	589	26	390
554591	307	423	247	590	26	390
554793	307	424	247	590	26	390
554804	307	425	247	590	26	390
554815	307	426	247	590	26	390
554826	307	426	247	590	26	391
554837	307	426	247	590	26	392
554993	307	426	247	591	26	392
555004	307	426	247	592	26	392
555015	307	426	247	593	26	392
556199	307	426	247	594	26	392
556211	307	426	247	595	26	392
556400	307	427	247	595	26	392
556412	307	428	247	595	26	392
556423	307	429	247	595	26	392
557606	307	429	248	595	26	392
557781	308	429	248	595	26	392
557792	309	429	248	595	26	392
557803	310	429	248	595	26	392
558008	310	429	248	596	26	392
559232	310	430	248	596	26	392
559295	310	430	248	596	26	393
559306	310	430	248	596	26	394
559317	310	430	248	596	26	395
559415	310	430	248	597	26	395
560630	310	430	248	598	26	395
560641	310	430	248	599	26	395
560652	310	430	248	600	26	395
560824	310	431	248	600	26	395
560873	310	431	248	600	26	396
561023	310	431	248	601	26	396
562229	310	431	249	601	26	396
562240	310	431	250	601	26	396
562251	310	431	251	601	26	396
562404	311	431	251	601	26	396
563610	312	431	251	601	26	396
563837	312	431	251	602	26	396
563848	312	431	251	603	26	396
563859	312	431	251	604	26	396
564038	312	432	251	604	26	396
565244	312	432	252	604	26	396
565274	312	432	252	604	26	397
565285	312	432	252	604	26	398
565296	312	432	252	604	26	399
565445	312	432	252	605	26	399
566625	313	432	252	605	26	399
566853	313	432	252	606	26	399
567053	313	433	252	606	26	399
568241	314	433	252	606	26	399
568474	314	433	252	607	26	399
569666	314	433	252	608	26	399
569677	314	433	252	609	26	399
569688	314	433	252	610	26	399
569867	314	434	252	610	26	399
569878	314	435	252	610	26	399
569929	314	435	252	610	26	400
569940	314	435	252	610	26	401
569951	314	435	252	610	26	402
570082	314	435	252	611	26	402
571248	315	435	252	611	26	402
571475	315	435	252	612	26	402
571486	315	435	252	613	26	402
572681	315	435	252	614	26	402
572692	315	435	252	615	26	402
572882	315	436	252	615	26	402
572893	315	437	252	615	26	402
572966	315	437	252	615	26	403
573083	315	437	252	616	26	403
573094	315	437	252	617	26	403
574304	315	437	253	617	26	403
574472	316	437	253	617	26	403
574483	317	437	253	617	26	403
575696	317	437	254	617	26	403
575871	318	437	254	617	26	403
575882	319	437	254	617	26	403
576098	319	437	254	618	26	403
577304	319	437	255	618	26	403
577479	320	437	255	618	26	403
578728	320	438	255	618	26	403
578739	320	439	255	618	26	403
578797	320	439	255	618	26	404
578912	320	439	255	619	26	404
579113	320	440	255	619	26	404
580162	320	440	255	619	26	405
580319	320	440	255	620	26	405
580330	320	440	255	621	26	405
580520	320	441	255	621	26	405
580531	320	442	255	621	26	405
580581	320	442	255	621	26	406
581726	320	442	256	621	26	406
581753	320	442	256	621	26	407
581942	320	442	257	621	26	407
582102	321	442	257	621	26	407
583162	321	442	257	621	26	408
583173	321	442	257	621	26	409
583184	321	442	257	621	26	410
583334	321	442	257	622	26	410
583345	321	442	257	623	26	410
583356	321	442	257	624	26	410
583535	321	443	257	624	26	410
583594	321	443	257	624	26	411
584741	321	443	257	625	26	411
584752	321	443	257	626	26	411
584943	321	444	257	626	26	411
585001	321	444	257	626	26	412
585143	321	444	257	627	26	412
585154	321	444	257	628	26	412
586323	322	444	257	628	26	412
586550	322	444	257	629	26	412
587756	322	445	257	629	26	412
587767	322	446	257	629	26	412
587820	322	446	257	629	26	413
587831	322	446	257	629	26	414
587842	322	446	257	629	26	415
587958	322	446	257	630	26	415
588175	322	447	257	630	26	415
589378	322	447	257	631	26	415
589582	322	448	257	631	26	415
589593	322	449	257	631	26	415
589644	322	449	257	631	26	416
589655	322	449	257	631	26	417
589666	322	449	257	631	26	418
590771	322	449	258	631	26	418
590946	323	449	258	631	26	418
590957	324	449	258	631	26	418
591173	324	449	258	632	26	418
591184	324	449	258	633	26	418
591195	324	449	258	634	26	418
592379	324	449	259	634	26	418
592390	324	449	260	634	26	418
592402	324	449	261	634	26	418
592554	325	449	261	634	26	418
592565	326	449	261	634	26	418
593786	326	449	262	634	26	418
593797	326	449	263	634	26	418
593808	326	449	264	634	26	418
593961	327	449	264	634	26	418
594188	327	449	264	635	26	418
595394	327	450	264	635	26	418
595405	327	451	264	635	26	418
595416	327	452	264	635	26	418
595427	327	452	264	635	26	419
595438	327	452	264	635	26	420
595595	327	452	264	636	26	420
596775	328	452	264	636	26	420
597002	328	452	264	637	26	420
597203	328	453	264	637	26	420
598252	328	453	264	637	26	421
598409	328	453	264	638	26	421
598610	328	454	264	638	26	421
598621	328	455	264	638	26	421
598633	328	456	264	638	26	421
598686	328	456	264	638	26	422
598698	328	456	264	638	26	423
599816	328	457	264	638	26	423
599827	328	458	264	638	26	423
599838	328	459	264	638	26	423
599849	328	459	264	638	26	424
600024	328	459	264	639	26	424
600218	328	460	264	639	26	424
601439	328	460	265	639	26	424
601599	329	460	265	639	26	424
601610	330	460	265	639	26	424
601621	331	460	265	639	26	424
602831	331	460	266	639	26	424
602880	331	460	266	639	26	425
602891	331	460	266	639	26	426
603041	331	460	266	640	26	426
603052	331	460	266	641	26	426
603250	331	461	266	641	26	426
604413	332	461	266	641	26	426
604640	332	461	266	642	26	426
605820	333	461	266	642	26	426
606061	333	461	266	643	26	426
606072	333	461	266	644	26	426
606083	333	461	266	645	26	426
606248	333	462	266	645	26	426
607428	334	462	266	645	26	426
607655	334	462	266	646	26	426
607666	334	462	266	647	26	426
607678	334	462	266	648	26	426
608835	335	462	266	648	26	426
609062	335	462	266	649	26	426
609073	335	462	266	650	26	426
609084	335	462	266	651	26	426
609263	335	463	266	651	26	426
609290	335	463	266	651	26	427
610469	335	464	266	651	26	427
610521	335	464	266	651	26	428
610670	335	464	266	652	26	428
611884	335	465	266	652	26	428
611941	335	465	266	652	26	429
611952	335	465	266	652	26	430
611963	335	465	266	652	26	431
612099	335	465	266	653	26	431
612303	335	466	266	653	26	431
613492	335	466	267	653	26	431
613667	336	466	267	653	26	431
613678	337	466	267	653	26	431
613689	338	466	267	653	26	431
613738	338	466	267	653	26	432
614873	339	466	267	653	26	432
615100	339	466	267	654	26	432
615111	339	466	267	655	26	432
615310	339	467	267	655	26	432
615358	339	467	267	655	26	433
616507	339	468	267	655	26	433
616518	339	469	267	655	26	433
616575	339	469	267	655	26	434
616586	339	469	267	655	26	435
616722	339	469	267	656	26	435
616733	339	469	267	657	26	435
616744	339	469	267	658	26	435
617914	339	470	267	658	26	435
617925	339	471	267	658	26	435
617936	339	472	267	658	26	435
617993	339	472	267	658	26	436
618115	339	472	267	659	26	436
618126	339	472	267	660	26	436
618137	339	472	267	661	26	436
618316	339	473	267	661	26	436
618327	339	474	267	661	26	436
618338	339	475	267	661	26	436
618350	339	475	267	661	26	437
619522	339	475	268	661	26	437
619533	339	475	269	661	26	437
619544	339	475	270	661	26	437
619697	340	475	270	661	26	437
620929	340	475	270	662	26	437
620940	340	475	270	663	26	437
620951	340	475	270	664	26	437
621130	340	476	270	664	26	437
621141	340	477	270	664	26	437
621198	340	477	270	664	26	438
621331	340	477	270	665	26	438
622537	340	478	270	665	26	438
622597	340	478	270	665	26	439
622738	340	478	271	665	26	439
622749	340	478	272	665	26	439
623951	340	478	273	665	26	439
623962	340	478	274	665	26	439
623973	340	478	275	665	26	439
624127	341	478	275	665	26	439
624138	342	478	275	665	26	439
624150	343	478	275	665	26	439
624181	343	478	275	665	27	439
624346	343	478	276	665	27	439
624357	343	478	277	665	27	439
624368	343	478	278	665	27	439
625526	344	478	278	665	27	439
625753	344	478	278	666	27	439
626959	344	479	278	666	27	439
626970	344	480	278	666	27	439
626981	344	481	278	666	27	439
626992	344	481	278	666	27	440
627160	344	481	278	667	27	440
627171	344	481	278	668	27	440
627362	344	482	278	668	27	440
627421	344	482	278	668	27	441
628567	344	482	279	668	27	441
628595	344	482	279	668	27	442
628768	344	482	279	669	27	442
629974	344	483	279	669	27	442
629985	344	484	279	669	27	442
629996	344	485	279	669	27	442
630007	344	485	279	669	27	443
630189	344	485	279	670	27	443
630376	344	486	279	670	27	443
630388	344	487	279	670	27	443
630399	344	488	279	670	27	443
631556	345	488	279	670	27	443
631567	346	488	279	670	27	443
631783	346	488	279	671	27	443
632963	347	488	279	671	27	443
632975	348	488	279	671	27	443
632986	349	488	279	671	27	443
633016	349	488	279	671	28	443
633190	349	488	280	671	28	443
633201	349	488	281	671	28	443
633212	349	488	282	671	28	443
633365	350	488	282	671	28	443
634597	350	489	282	671	28	443
634653	350	489	282	671	28	444
634665	350	489	282	671	28	445
634798	350	489	282	672	28	445
634809	350	489	282	673	28	445
636019	350	489	283	673	28	445
636179	351	489	283	673	28	445
636407	351	489	283	674	28	445
637613	351	489	284	674	28	445
637624	351	489	285	674	28	445
637787	352	489	285	674	28	445
639021	352	489	285	675	28	445
639032	352	489	285	676	28	445
639237	352	490	285	676	28	445
639248	352	491	285	676	28	445
639259	352	492	285	676	28	445
639270	352	492	285	676	28	446
639421	352	492	285	677	28	446
640475	352	492	285	677	28	447
640627	352	492	285	678	28	447
640638	352	492	285	679	28	447
640649	352	492	285	680	28	447
640828	352	493	285	680	28	447
640839	352	494	285	680	28	447
640898	352	494	285	680	28	448
640909	352	494	285	680	28	449
642034	352	494	285	681	28	449
642218	353	494	285	681	28	449
642436	353	494	285	682	28	449
643616	354	494	285	682	28	449
643628	355	494	285	682	28	449
643843	355	494	285	683	28	449
645049	355	494	286	683	28	449
645060	355	494	287	683	28	449
645224	356	494	287	683	28	449
645451	356	494	287	684	28	449
645462	356	494	287	685	28	449
646658	356	494	288	685	28	449
646706	356	494	288	685	28	450
646717	356	494	288	685	28	451
646858	356	494	288	686	28	451
646869	356	494	288	687	28	451
648064	356	494	288	688	28	451
648265	356	495	288	688	28	451
648276	356	496	288	688	28	451
648287	356	497	288	688	28	451
648298	356	497	288	688	28	452
648309	356	497	288	688	28	453
648466	356	497	288	689	28	453
649646	357	497	288	689	28	453
649873	357	497	288	690	28	453
651053	358	497	288	690	28	453
651065	359	497	288	690	28	453
651280	359	497	288	691	28	453
651291	359	497	288	692	28	453
651481	359	498	288	692	28	453
651492	359	499	288	692	28	453
651503	359	500	288	692	28	453
651514	359	500	288	692	28	454
652521	359	500	288	692	28	455
652532	359	500	288	692	28	456
652687	359	500	288	693	28	456
652698	359	500	288	694	28	456
652897	359	501	288	694	28	456
652908	359	502	288	694	28	456
652958	359	502	288	694	28	457
654094	359	503	288	694	28	457
654147	359	503	288	694	28	458
654158	359	503	288	694	28	459
654169	359	503	288	694	28	460
654309	359	503	288	695	28	460
654470	360	503	288	695	28	460
655528	360	503	288	695	29	460
655702	360	503	289	695	29	460
655752	360	503	289	695	29	461
655763	360	503	289	695	29	462
655774	360	503	289	695	29	463
655903	360	503	289	696	29	463
655914	360	503	289	697	29	463
655925	360	503	289	698	29	463
657083	361	503	289	698	29	463
657095	362	503	289	698	29	463
657106	363	503	289	698	29	463
657310	363	503	289	699	29	463
657511	363	504	289	699	29	463
658717	363	504	290	699	29	463
658892	364	504	290	699	29	463
660125	364	505	290	699	29	463
660136	364	506	290	699	29	463
660188	364	506	290	699	29	464
660199	364	506	290	699	29	465
660325	364	506	290	700	29	465
660336	364	506	290	701	29	465
660526	364	507	290	701	29	465
660537	364	508	290	701	29	465
661732	364	509	290	701	29	465
661782	364	509	290	701	29	466
661793	364	509	290	701	29	467
661933	364	509	291	701	29	467
661983	364	509	291	701	29	468
661994	364	509	291	701	29	469
662005	364	509	291	701	29	470
663121	365	509	291	701	29	470
663340	365	509	291	702	29	470
663541	365	510	291	702	29	470
663552	365	511	291	702	29	470
663563	365	512	291	702	29	470
663574	365	512	291	702	29	471
664764	365	513	291	702	29	471
664817	365	513	291	702	29	472
664828	365	513	291	702	29	473
664839	365	513	291	702	29	474
664948	365	513	291	703	29	474
666154	365	514	291	703	29	474
666213	365	514	291	703	29	475
666369	365	514	291	704	29	475
666556	365	515	291	704	29	475
666611	365	515	291	704	29	476
667762	365	516	291	704	29	476
667820	365	516	291	704	29	477
667963	365	516	291	705	29	477
667974	365	516	291	706	29	477
669169	365	516	292	706	29	477
669180	365	516	293	706	29	477
669344	366	516	293	706	29	477
669571	366	516	293	707	29	477
670777	366	516	294	707	29	477
670804	366	516	294	707	29	478
670815	366	516	294	707	29	479
670827	366	516	294	707	29	480
670992	366	516	294	708	29	480
671004	366	516	294	709	29	480
671015	366	516	294	710	29	480
672184	366	517	294	710	29	480
672239	366	517	294	710	29	481
672385	366	517	294	711	29	481
672396	366	517	294	712	29	481
672407	366	517	294	713	29	481
672586	366	518	294	713	29	481
672597	366	519	294	713	29	481
672609	366	520	294	713	29	481
672620	366	520	294	713	29	482
673793	366	520	295	713	29	482
673842	366	520	295	713	29	483
674005	366	520	295	714	29	483
674016	366	520	295	715	29	483
675199	366	520	296	715	29	483
675210	366	520	297	715	29	483
675222	366	520	298	715	29	483
675382	367	520	298	715	29	483
675601	367	520	298	716	29	483
675612	367	520	298	717	29	483
676807	367	521	298	717	29	483
676864	367	521	298	717	29	484
676875	367	521	298	717	29	485
677008	367	521	298	718	29	485
677019	367	521	298	719	29	485
678214	367	522	298	719	29	485
678225	367	523	298	719	29	485
678236	367	524	298	719	29	485
678415	367	524	298	720	29	485
678632	367	525	298	720	29	485
678643	367	526	298	720	29	485
679822	367	526	299	720	29	485
679833	367	526	300	720	29	485
679997	368	526	300	720	29	485
681203	369	526	300	720	29	485
681214	370	526	300	720	29	485
681430	370	526	300	721	29	485
681631	370	527	300	721	29	485
681642	370	528	300	721	29	485
681653	370	529	300	721	29	485
681665	370	529	300	721	29	486
681677	370	529	300	721	29	487
682811	371	529	300	721	29	487
683038	371	529	300	722	29	487
683050	371	529	300	723	29	487
683061	371	529	300	724	29	487
684244	371	530	300	724	29	487
684256	371	531	300	724	29	487
684267	371	532	300	724	29	487
684454	371	532	300	725	29	487
684465	371	532	300	726	29	487
684476	371	532	300	727	29	487
684646	371	533	300	727	29	487
685852	371	533	301	727	29	487
686035	372	533	301	727	29	487
686046	373	533	301	727	29	487
687259	373	533	301	728	29	487
687270	373	533	301	729	29	487
687281	373	533	301	730	29	487
687477	373	534	301	730	29	487
687531	373	534	301	730	29	488
687542	373	534	301	730	29	489
687661	373	534	301	731	29	489
688710	373	534	301	731	29	490
688867	373	534	301	732	29	490
689068	373	535	301	732	29	490
689121	373	535	301	732	29	491
690274	373	535	301	733	29	491
690285	373	535	301	734	29	491
690296	373	535	301	735	29	491
690475	373	536	301	735	29	491
690486	373	537	301	735	29	491
690542	373	537	301	735	29	492
690553	373	537	301	735	29	493
690690	373	537	301	736	29	493
691882	373	538	301	736	29	493
691893	373	539	301	736	29	493
691951	373	539	301	736	29	494
691962	373	539	301	736	29	495
691973	373	539	301	736	29	496
692083	373	539	301	737	29	496
693263	374	539	301	737	29	496
693274	375	539	301	737	29	496
693285	376	539	301	737	29	496
693316	376	539	301	737	30	496
693490	376	539	302	737	30	496
693540	376	539	302	737	30	497
693551	376	539	302	737	30	498
693563	376	539	302	737	30	499
693691	376	539	302	738	30	499
693702	376	539	302	739	30	499
693714	376	539	302	740	30	499
694871	377	539	302	740	30	499
695098	377	539	302	741	30	499
695109	377	539	302	742	30	499
696304	377	539	303	742	30	499
696315	377	539	304	742	30	499
696326	377	539	305	742	30	499
696479	378	539	305	742	30	499
696706	378	539	305	743	30	499
697914	378	540	305	743	30	499
697925	378	541	305	743	30	499
697936	378	542	305	743	30	499
697987	378	542	305	743	30	500
697998	378	542	305	743	30	501
698114	378	542	305	744	30	501
699319	378	542	305	745	30	501
699520	378	543	305	745	30	501
699573	378	543	305	745	30	502
699584	378	543	305	745	30	503
699721	378	543	305	746	30	503
700928	378	543	306	746	30	503
701102	379	543	306	746	30	503
702334	379	543	306	747	30	503
702345	379	543	306	748	30	503
702356	379	543	306	749	30	503
702535	379	544	306	749	30	503
702587	379	544	306	749	30	504
702736	379	544	306	750	30	504
702747	379	544	306	751	30	504
702758	379	544	306	752	30	504
703942	379	545	306	752	30	504
703999	379	545	306	752	30	505
704010	379	545	306	752	30	506
704021	379	545	306	752	30	507
704143	379	545	306	753	30	507
704154	379	545	306	754	30	507
704165	379	545	306	755	30	507
705349	379	545	307	755	30	507
705398	379	545	307	755	30	508
705564	379	545	307	756	30	508
705751	379	546	307	756	30	508
706807	379	546	307	756	30	509
706971	379	546	307	757	30	509
707158	379	547	307	757	30	509
707212	379	547	307	757	30	510
708364	379	548	307	757	30	510
708375	379	549	307	757	30	510
708386	379	550	307	757	30	510
708434	379	550	307	757	30	511
708565	379	550	307	758	30	511
708766	379	551	307	758	30	511
708777	379	552	307	758	30	511
708788	379	553	307	758	30	511
708799	379	553	307	758	30	512
709807	379	553	307	758	30	513
709818	379	553	307	758	30	514
709972	379	553	307	759	30	514
709983	379	553	307	760	30	514
710173	379	554	307	760	30	514
710184	379	555	307	760	30	514
710233	379	555	307	760	30	515
710244	379	555	307	760	30	516
710255	379	555	307	760	30	517
711380	379	555	307	761	30	517
711391	379	555	307	762	30	517
711580	379	556	307	762	30	517
711637	379	556	307	762	30	518
711649	379	556	307	762	30	519
711781	379	556	307	763	30	519
711792	379	556	307	764	30	519
711803	379	556	307	765	30	519
712809	379	556	307	766	30	519
712987	379	557	307	766	30	519
712999	379	558	307	766	30	519
713049	379	558	307	766	30	520
713060	379	558	307	766	30	521
713071	379	558	307	766	30	522
713188	379	558	307	767	30	522
714394	379	559	307	767	30	522
714444	379	559	307	767	30	523
714595	379	559	308	767	30	523
714770	380	559	308	767	30	523
715825	380	559	309	767	30	523
715976	381	559	309	767	30	523
716203	381	559	309	768	30	523
716214	381	559	309	769	30	523
716225	381	559	309	770	30	523
717383	382	559	309	770	30	523
717610	382	559	309	771	30	523
717811	382	560	309	771	30	523
717822	382	561	309	771	30	523
718826	382	561	309	772	30	523
719017	382	562	309	772	30	523
719076	382	562	309	772	30	524
719088	382	562	309	772	30	525
719218	382	562	309	773	30	525
719229	382	562	309	774	30	525
720425	382	562	310	774	30	525
720599	383	562	310	774	30	525
721831	383	562	310	775	30	525
721843	383	562	310	776	30	525
722032	383	563	310	776	30	525
722084	383	563	310	776	30	526
722233	383	563	310	777	30	526
722245	383	563	310	778	30	526
722256	383	563	310	779	30	526
723445	383	563	311	779	30	526
723456	383	563	312	779	30	526
723614	384	563	312	779	30	526
723625	385	563	312	779	30	526
724846	385	563	313	779	30	526
725021	386	563	313	779	30	526
725248	386	563	313	780	30	526
726454	386	563	313	781	30	526
726655	386	564	313	781	30	526
726666	386	565	313	781	30	526
726721	386	565	313	781	30	527
726732	386	565	313	781	30	528
726743	386	565	313	781	30	529
727861	386	565	313	782	30	529
728063	386	566	313	782	30	529
728116	386	566	313	782	30	530
728127	386	566	313	782	30	531
728138	386	566	313	782	30	532
728263	386	566	313	783	30	532
729443	387	566	313	783	30	532
729455	388	566	313	783	30	532
729466	389	566	313	783	30	532
729496	389	566	313	783	31	532
729671	389	566	314	783	31	532
729698	389	566	314	783	31	533
729709	389	566	314	783	31	534
729720	389	566	314	783	31	535
730876	389	566	315	783	31	535
730887	389	566	316	783	31	535
730898	389	566	317	783	31	535
731059	390	566	317	783	31	535
731278	390	566	317	784	31	535
731289	390	566	317	785	31	535
732484	390	566	317	786	31	535
732685	390	567	317	786	31	535
732734	390	567	317	786	31	536
732745	390	567	317	786	31	537
732756	390	567	317	786	31	538
733865	391	567	317	786	31	538
733876	392	567	317	786	31	538
734093	392	567	317	787	31	538
734104	392	567	317	788	31	538
734115	392	567	317	789	31	538
734293	392	568	317	789	31	538
734304	392	569	317	789	31	538
734315	392	570	317	789	31	538
734326	392	570	317	789	31	539
734337	392	570	317	789	31	540
735499	392	571	317	789	31	540
735510	392	572	317	789	31	540
735521	392	573	317	789	31	540
735700	392	573	317	790	31	540
735711	392	573	317	791	31	540
735723	392	573	317	792	31	540
736913	392	573	318	792	31	540
736924	392	573	319	792	31	540
737081	393	573	319	792	31	540
737092	394	573	319	792	31	540
737103	395	573	319	792	31	540
737134	395	573	319	792	31	541
737309	395	573	320	792	31	541
737320	395	573	321	792	31	541
738514	395	574	321	792	31	541
738565	395	574	321	792	31	542
738715	395	574	322	792	31	542
738726	395	574	323	792	31	542
739921	395	574	323	793	31	542
740096	396	574	323	793	31	542
740323	396	574	323	794	31	542
740334	396	574	323	795	31	542
740345	396	574	323	796	31	542
741374	396	574	323	796	31	543
741529	396	574	323	797	31	543
741540	396	574	323	798	31	543
741730	396	575	323	798	31	543
741741	396	576	323	798	31	543
741794	396	576	323	798	31	544
742936	396	576	323	799	31	544
742947	396	576	323	800	31	544
742958	396	576	323	801	31	544
743154	396	577	323	801	31	544
743165	396	578	323	801	31	544
743218	396	578	323	801	31	545
743229	396	578	323	801	31	546
743338	396	578	323	802	31	546
744392	396	578	323	802	31	547
744544	396	578	323	803	31	547
744719	397	578	323	803	31	547
744731	398	578	323	803	31	547
744742	399	578	323	803	31	547
744772	399	578	323	803	31	548
745951	399	578	324	803	31	548
746126	400	578	324	803	31	548
746137	401	578	324	803	31	548
746367	401	578	324	804	31	548
747541	402	578	324	804	31	548
747761	402	578	324	805	31	548
747772	402	578	324	806	31	548
748973	402	578	324	807	31	548
748984	402	578	324	808	31	548
749167	402	579	324	808	31	548
749178	402	580	324	808	31	548
749189	402	581	324	808	31	548
749200	402	581	324	808	31	549
749211	402	581	324	808	31	550
749368	402	581	324	809	31	550
750548	403	581	324	809	31	550
750559	404	581	324	809	31	550
750775	404	581	324	810	31	550
750786	404	581	324	811	31	550
751981	404	582	324	811	31	550
751992	404	583	324	811	31	550
752044	404	583	324	811	31	551
752182	404	583	324	812	31	551
752383	404	584	324	812	31	551
752394	404	585	324	812	31	551
753589	404	585	324	813	31	551
753600	404	585	324	814	31	551
753611	404	585	324	815	31	551
753790	404	586	324	815	31	551
753844	404	586	324	815	31	552
754970	405	586	324	815	31	552
754982	406	586	324	815	31	552
754993	407	586	324	815	31	552
755023	407	586	324	815	32	552
755197	407	586	325	815	32	552
755372	408	586	325	815	32	552
755383	409	586	325	815	32	552
755394	410	586	325	815	32	552
755425	410	586	325	815	32	553
755436	410	586	325	815	32	554
755448	410	586	325	815	32	555
756578	411	586	325	815	32	555
756589	412	586	325	815	32	555
756600	413	586	325	815	32	555
756631	413	586	325	815	33	555
756805	413	586	326	815	33	555
