time	task_A	task_B	task_C
746391	3361	3224	3102
746492	3362	3225	3102
746593	3362	3225	3103
746694	3363	3226	3103
746795	3363	3226	3104
746896	3364	3227	3104
746997	3364	3227	3105
747098	3365	3228	3105
747199	3365	3228	3106
747300	3366	3229	3106
747401	3366	3229	3107
747502	3367	3230	3107
747603	3367	3230	3108
747704	3367	3230	3108
747805	3367	3230	3108
747906	3368	3231	3109
748007	3368	3231	3109
748108	3368	3231	3109
748209	3368	3231	3109
748310	3369	3232	3110
748411	3369	3232	3110
748512	3370	3233	3111
748613	3370	3233	3111
748714	3371	3234	3112
748815	3371	3234	3112
748916	3372	3235	3113
749017	3372	3235	3113
749118	3373	3236	3113
749219	3373	3236	3113
749320	3374	3237	3114
749421	3374	3237	3114
749522	3374	3237	3114
749623	3374	3237	3114
749724	3375	3238	3115
749825	3375	3238	3115
749926	3376	3239	3116
750027	3376	3239	3116
750128	3377	3240	3117
750229	3377	3240	3117
750330	3378	3241	3118
750431	3378	3241	3118
750532	3379	3242	3119
750633	3379	3242	3119
750734	3380	3243	3120
750835	3380	3243	3120
750936	3381	3244	3121
751037	3381	3244	3121
751138	3382	3245	3121
751239	3382	3245	3122
751340	3383	3246	3123
751441	3383	3246	3123
751542	3384	3247	3124
751643	3384	3247	3124
751744	3385	3248	3125
751845	3385	3248	3125
751946	3386	3249	3126
752047	3386	3249	3126
752148	3387	3250	3127
752249	3387	3250	3127
752355	3388	3251	3127
752456	3388	3251	3127
752557	3389	3252	3128
752658	3389	3252	3128
752759	3390	3253	3129
752860	3390	3253	3129
752961	3391	3254	3130
753062	3391	3254	3130
753163	3392	3255	3131
753264	3392	3255	3131
753365	3393	3256	3132
753466	3393	3256	3132
753567	3394	3257	3133
753668	3394	3257	3133
753769	3395	3258	3134
753870	3395	3258	3134
753971	3395	3258	3134
754072	3395	3258	3134
754173	3396	3259	3135
754274	3396	3259	3135
754375	3397	3260	3136
754476	3397	3260	3136
754577	3398	3261	3137
754678	3398	3261	3137
754779	3399	3262	3138
754880	3399	3262	3138
754981	3400	3263	3139
755082	3400	3263	3139
755183	3401	3264	3140
755284	3401	3264	3140
755385	3402	3265	3140
755486	3402	3265	3140
755587	3403	3266	3141
755688	3403	3266	3141
755789	3404	3267	3142
755890	3404	3267	3142
755991	3405	3268	3143
756092	3405	3268	3143
756193	3406	3269	3144
756294	3406	3269	3144
756395	3407	3270	3145
756496	3408	3270	3145
756597	3408	3271	3146
756698	3409	3271	3146
756799	3409	3272	3147
756900	3410	3272	3147
757001	3410	3273	3148
757102	3411	3273	3148
757203	3411	3274	3149
757304	3412	3274	3149
757405	3412	3275	3150
757506	3413	3275	3150
757607	3413	3276	3151
757708	3414	3276	3151
757809	3414	3277	3152
757910	3415	3277	3152
758011	3415	3278	3153
758112	3416	3278	3153
758213	3416	3279	3153
758314	3417	3279	3153
758415	3417	3280	3154
758516	3417	3280	3154
758617	3417	3280	3154
758718	3418	3280	3154
758819	3418	3281	3155
758920	3419	3281	3155
759021	3419	3282	3156
759122	3420	3282	3156
759223	3420	3283	3157
759324	3421	3283	3157
759425	3421	3284	3158
759526	3422	3284	3158
759627	3422	3285	3159
759728	3422	3285	3159
759829	3422	3285	3159
759930	3423	3285	3159
760031	3423	3286	3160
760132	3423	3286	3160
760233	3423	3286	3160
760334	3424	3286	3160
760435	3424	3287	3161
760536	3425	3287	3161
760637	3425	3288	3162
760738	3426	3288	3162
760839	3426	3289	3163
760940	3427	3289	3163
761041	3427	3290	3164
761142	3428	3290	3164
761243	3428	3290	3164
761344	3429	3290	3164
761445	3429	3291	3165
761546	3429	3291	3165
761647	3429	3291	3165
761748	3430	3291	3165
761849	3430	3292	3166
761950	3431	3293	3166
762051	3431	3293	3167
762152	3432	3294	3167
762253	3432	3294	3168
762354	3433	3295	3168
762455	3433	3295	3169
762556	3434	3296	3169
762657	3434	3296	3170
762758	3435	3296	3170
762859	3435	3297	3171
762960	3436	3297	3171
763061	3436	3298	3172
763162	3437	3298	3172
763263	3437	3298	3172
763364	3438	3299	3172
763465	3438	3299	3173
763566	3439	3300	3173
763667	3439	3300	3174
763768	3440	3301	3174
763869	3440	3301	3175
763970	3441	3302	3175
764071	3441	3302	3176
764172	3442	3303	3176
764273	3442	3303	3177
764374	3442	3303	3177
764475	3442	3303	3177
764576	3443	3304	3177
764677	3443	3304	3178
764778	3444	3305	3178
764879	3444	3305	3179
764980	3445	3306	3179
765081	3445	3306	3180
765182	3446	3307	3180
765283	3446	3307	3181
765384	3447	3308	3181
765485	3447	3308	3182
765586	3448	3309	3182
765687	3448	3309	3183
765788	3449	3309	3183
765889	3449	3309	3183
765990	3450	3310	3183
766091	3450	3310	3184
766192	3451	3311	3184
766293	3451	3311	3185
766394	3452	3312	3185
766495	3452	3312	3186
766596	3453	3313	3186
766697	3453	3313	3187
766798	3454	3314	3187
766899	3454	3314	3188
767000	3455	3315	3189
767101	3455	3315	3189
767202	3456	3316	3190
767303	3456	3316	3190
767404	3456	3316	3190
767505	3456	3316	3190
767606	3457	3317	3190
767707	3457	3317	3191
767808	3458	3318	3192
767909	3458	3318	3192
768010	3459	3319	3193
768111	3459	3319	3193
768212	3460	3320	3194
768313	3460	3320	3194
768414	3461	3321	3195
768515	3461	3321	3195
768616	3462	3322	3196
768717	3462	3322	3196
768818	3463	3323	3197
768919	3463	3323	3197
769020	3463	3323	3197
769121	3463	3323	3197
769222	3464	3324	3198
769323	3464	3324	3198
769424	3465	3325	3199
769525	3465	3325	3199
769626	3466	3326	3200
769727	3466	3326	3200
769828	3467	3327	3201
769929	3467	3327	3201
770030	3468	3328	3202
770131	3468	3328	3202
770232	3469	3329	3203
770333	3469	3329	3203
770434	3470	3329	3203
770535	3470	3329	3203
770636	3471	3330	3204
770737	3471	3330	3204
770838	3472	3331	3205
770939	3472	3331	3205
771040	3473	3332	3206
771141	3473	3332	3206
771242	3474	3333	3207
771343	3474	3333	3207
771444	3475	3334	3208
771545	3475	3334	3208
771646	3476	3335	3209
771747	3476	3335	3209
771848	3477	3336	3210
771949	3477	3336	3210
772050	3478	3337	3211
772151	3478	3337	3211
772252	3478	3337	3211
772353	3478	3337	3211
772454	3479	3338	3212
772555	3479	3338	3212
772656	3480	3339	3213
772757	3480	3339	3213
772858	3481	3340	3214
772959	3481	3340	3214
773060	3482	3341	3215
773161	3482	3341	3215
773262	3483	3342	3216
773363	3483	3342	3216
773464	3484	3343	3216
773565	3484	3343	3216
773666	3485	3344	3217
773767	3485	3344	3217
773868	3486	3345	3218
773969	3486	3345	3218
774070	3487	3346	3219
774171	3487	3346	3219
774272	3488	3347	3220
774373	3488	3347	3220
774474	3489	3348	3221
774575	3489	3348	3221
774676	3490	3349	3222
774777	3490	3349	3222
774878	3490	3349	3222
774979	3490	3349	3222
775080	3491	3350	3223
775181	3491	3350	3223
775282	3491	3350	3223
775383	3491	3350	3223
775484	3492	3351	3224
775585	3492	3351	3224
775686	3493	3352	3225
775787	3493	3352	3225
775888	3494	3353	3226
775989	3494	3353	3226
776090	3495	3354	3227
776191	3495	3354	3227
776292	3496	3355	3227
776393	3496	3355	3227
776494	3497	3356	3228
776597	3497	3356	3228
776698	3497	3356	3228
776799	3498	3356	3228
776900	3498	3357	3229
777001	3499	3357	3229
777102	3499	3358	3230
777203	3500	3358	3230
777304	3500	3359	3231
777405	3501	3359	3231
777506	3501	3360	3232
777607	3502	3360	3232
777708	3502	3361	3233
777809	3503	3361	3233
777910	3503	3362	3234
778011	3504	3362	3234
778112	3504	3363	3235
778213	3504	3363	3235
778314	3504	3363	3235
778415	3505	3363	3235
778516	3505	3364	3236
778617	3506	3364	3236
778718	3506	3365	3237
778819	3507	3365	3237
778920	3507	3366	3238
779021	3508	3366	3238
779122	3508	3367	3239
779223	3509	3367	3239
779324	3509	3368	3240
779425	3510	3368	3240
779526	3510	3369	3241
779627	3511	3369	3241
779728	3511	3370	3241
779829	3512	3370	3241
779930	3512	3371	3242
780031	3513	3371	3242
780132	3513	3372	3243
780233	3514	3372	3243
780334	3514	3373	3244
780435	3515	3373	3244
780536	3515	3374	3245
780637	3516	3374	3245
780738	3516	3375	3246
780839	3517	3375	3246
780940	3517	3375	3246
781041	3518	3375	3246
781142	3518	3376	3247
781243	3518	3376	3247
781344	3518	3376	3247
781445	3519	3376	3247
781546	3519	3377	3248
781647	3520	3378	3248
781748	3520	3378	3249
781849	3521	3379	3249
781950	3521	3379	3250
782051	3522	3380	3250
782152	3522	3380	3251
782253	3523	3381	3251
782354	3523	3381	3252
782455	3524	3381	3252
782556	3524	3382	3252
782657	3525	3383	3252
782758	3525	3383	3253
782859	3526	3384	3253
782960	3526	3384	3254
783061	3527	3385	3254
783162	3527	3385	3255
783263	3528	3386	3255
783364	3528	3386	3256
783465	3529	3387	3256
783566	3529	3387	3257
783667	3530	3388	3257
783768	3530	3388	3258
783869	3531	3389	3258
783970	3531	3389	3259
784071	3532	3389	3259
784172	3532	3389	3259
784273	3533	3390	3259
784374	3533	3390	3260
784475	3534	3391	3260
784576	3534	3391	3261
784677	3535	3392	3261
784778	3535	3392	3262
784879	3536	3393	3262
784980	3536	3393	3263
785081	3537	3394	3263
785182	3537	3394	3264
785283	3538	3395	3264
785384	3538	3395	3265
785485	3539	3395	3265
785586	3539	3395	3265
785687	3540	3396	3265
785788	3540	3396	3266
785889	3541	3397	3266
785990	3541	3397	3267
786091	3542	3398	3267
786192	3542	3398	3268
786293	3543	3399	3268
786394	3543	3399	3269
786495	3544	3400	3269
786596	3544	3400	3270
786697	3545	3401	3270
786798	3545	3401	3271
786899	3546	3402	3271
787000	3546	3402	3272
787101	3546	3402	3272
787202	3546	3402	3272
787303	3547	3403	3273
787404	3547	3403	3273
787505	3548	3404	3274
787606	3548	3404	3274
787707	3549	3405	3275
787808	3549	3405	3275
787909	3550	3406	3276
788010	3550	3406	3276
788111	3551	3407	3277
788212	3551	3407	3277
788313	3552	3408	3277
788414	3552	3408	3277
788515	3553	3409	3278
788616	3553	3409	3278
788717	3553	3409	3278
788818	3553	3409	3278
788919	3554	3410	3279
789020	3554	3410	3279
789121	3555	3411	3280
789222	3555	3411	3280
789323	3556	3412	3281
789424	3556	3412	3281
789525	3557	3413	3282
789626	3557	3413	3282
789727	3558	3414	3283
789828	3558	3414	3283
789929	3559	3415	3284
790030	3559	3415	3284
790131	3560	3415	3284
790232	3560	3416	3285
790333	3561	3417	3286
790434	3561	3417	3286
790535	3562	3418	3287
790636	3562	3418	3287
790737	3563	3419	3288
790838	3563	3419	3288
790939	3564	3420	3289
791040	3564	3420	3289
791141	3565	3421	3290
791242	3565	3421	3290
791343	3565	3421	3290
791444	3565	3421	3290
791545	3566	3422	3291
791646	3566	3422	3291
791747	3566	3422	3291
791848	3566	3422	3291
791949	3567	3423	3292
792050	3567	3423	3292
792151	3568	3424	3293
792252	3568	3424	3293
792353	3569	3425	3294
792454	3569	3425	3294
792555	3570	3426	3295
792656	3570	3426	3295
792757	3571	3427	3296
792858	3571	3427	3296
792959	3572	3428	3297
793060	3572	3428	3297
793161	3573	3429	3298
793262	3573	3429	3298
793363	3574	3430	3299
793464	3574	3430	3299
793565	3575	3431	3300
793666	3575	3431	3300
793767	3576	3432	3301
793868	3576	3432	3301
793969	3577	3433	3302
794070	3577	3433	3302
794171	3578	3434	3303
794272	3578	3434	3303
794373	3579	3435	3304
794474	3579	3435	3304
794575	3579	3435	3304
794676	3579	3435	3304
794777	3580	3436	3305
794878	3580	3436	3305
794979	3581	3437	3306
795080	3581	3437	3306
795181	3582	3438	3307
795282	3582	3438	3307
795383	3583	3439	3308
795484	3583	3439	3308
795585	3584	3440	3309
795686	3584	3440	3309
795787	3585	3441	3310
795888	3585	3441	3310
795989	3586	3442	3311
796090	3586	3442	3311
796191	3587	3443	3312
796292	3587	3443	3312
796393	3588	3444	3313
796494	3588	3444	3313
796595	3589	3445	3314
796696	3590	3445	3314
796797	3590	3446	3315
796898	3591	3446	3315
796999	3591	3447	3316
797100	3592	3447	3316
797201	3592	3448	3317
797302	3593	3448	3317
797403	3593	3448	3317
797504	3594	3448	3317
797605	3594	3449	3318
797706	3594	3449	3318
797807	3594	3449	3318
797908	3595	3449	3318
798009	3595	3450	3319
798110	3596	3450	3319
798211	3596	3451	3320
798312	3597	3451	3320
798413	3597	3452	3321
798514	3598	3452	3321
798615	3598	3453	3322
798716	3599	3453	3322
798817	3599	3454	3323
798918	3599	3454	3323
799019	3599	3454	3323
799120	3600	3454	3323
799221	3600	3455	3324
799322	3601	3455	3324
799423	3601	3456	3325
799524	3602	3456	3325
799625	3602	3457	3326
799726	3603	3457	3326
799827	3603	3458	3327
799928	3604	3458	3327
800029	3604	3459	3328
800130	3605	3459	3328
800231	3605	3460	3329
800332	3606	3460	3329
800433	3606	3461	3330
800534	3606	3461	3330
800635	3606	3461	3330
800736	3607	3461	3330
800837	3607	3462	3331
800938	3608	3462	3331
801039	3608	3463	3332
801140	3609	3463	3332
801241	3609	3464	3333
801342	3610	3464	3333
801443	3610	3465	3334
801544	3611	3465	3334
801645	3611	3466	3335
801746	3612	3466	3335
801847	3612	3467	3336
801948	3613	3467	3336
802049	3613	3468	3337
802150	3614	3469	3337
802251	3614	3469	3338
802352	3615	3470	3338
802453	3615	3470	3339
802554	3616	3471	3339
802655	3616	3471	3340
802756	3617	3472	3340
802857	3617	3472	3341
802958	3618	3473	3341
803059	3618	3473	3342
803160	3619	3474	3342
803261	3619	3474	3343
803362	3619	3474	3343
803463	3619	3474	3343
803564	3620	3475	3343
803665	3620	3475	3344
803766	3620	3475	3344
803867	3620	3475	3344
803968	3621	3476	3344
804069	3621	3476	3345
804170	3622	3477	3345
804271	3622	3477	3346
804372	3623	3478	3346
804473	3623	3478	3347
804574	3624	3479	3347
804675	3624	3479	3348
804776	3625	3480	3348
804877	3625	3480	3348
804978	3626	3481	3348
805079	3626	3481	3349
805180	3627	3482	3349
805281	3627	3482	3350
805382	3628	3483	3350
805483	3628	3483	3351
805584	3629	3484	3351
805685	3629	3484	3352
805786	3630	3485	3352
805887	3630	3485	3353
805988	3631	3486	3353
806089	3631	3486	3354
806190	3632	3487	3354
806291	3632	3487	3355
806392	3633	3488	3355
806493	3633	3488	3355
806594	3634	3489	3355
806695	3634	3489	3356
806796	3634	3489	3356
806897	3634	3489	3356
806998	3635	3490	3356
807099	3635	3490	3357
807200	3636	3491	3357
807301	3636	3491	3358
807402	3637	3492	3359
807503	3637	3492	3359
807604	3638	3493	3360
807705	3638	3493	3360
807806	3639	3494	3361
807907	3639	3494	3361
808008	3639	3494	3361
808109	3639	3494	3361
808210	3640	3495	3362
808311	3640	3495	3362
808412	3641	3496	3363
808513	3641	3496	3363
808614	3642	3497	3364
808715	3642	3497	3364
808816	3643	3498	3365
808917	3643	3498	3365
809018	3644	3499	3366
809119	3644	3499	3366
809220	3645	3500	3367
809321	3645	3500	3367
809422	3646	3501	3368
809523	3646	3501	3368
809624	3647	3502	3369
809725	3647	3502	3369
809826	3648	3502	3369
809927	3648	3503	3370
810028	3649	3504	3371
810129	3649	3504	3371
810230	3650	3505	3372
810331	3650	3505	3372
810432	3651	3506	3373
810533	3651	3506	3373
810634	3652	3507	3374
810735	3652	3507	3374
810836	3653	3508	3375
810937	3653	3508	3375
811038	3654	3508	3375
811139	3654	3508	3375
811240	3655	3509	3376
811341	3655	3509	3376
811442	3656	3510	3377
811543	3656	3510	3377
811644	3657	3511	3378
811745	3657	3511	3378
811846	3658	3512	3379
811947	3658	3512	3379
812048	3659	3513	3380
812149	3659	3513	3380
812250	3660	3514	3381
812351	3660	3514	3381
812452	3661	3515	3382
812553	3661	3515	3382
812654	3661	3515	3382
812755	3661	3515	3382
812856	3662	3516	3383
812957	3662	3516	3383
813058	3663	3517	3384
813159	3663	3517	3384
813260	3664	3518	3385
813361	3664	3518	3385
813462	3665	3519	3386
813563	3665	3519	3386
813664	3666	3520	3387
813765	3666	3520	3387
813866	3667	3521	3388
813967	3667	3521	3388
814068	3668	3521	3388
814169	3668	3521	3388
814270	3669	3522	3389
814371	3669	3522	3389
814472	3670	3523	3390
814573	3670	3523	3390
814674	3671	3524	3391
814775	3671	3524	3391
814876	3672	3525	3392
814977	3672	3525	3392
815078	3673	3526	3393
815179	3673	3526	3393
815280	3674	3527	3394
815381	3674	3527	3394
815482	3675	3528	3395
815595	3675	3528	3395
815696	3675	3528	3395
815797	3676	3528	3395
815898	3676	3529	3396
815999	3677	3529	3396
816100	3677	3530	3397
816201	3678	3530	3397
816302	3678	3531	3398
816403	3679	3531	3398
816504	3679	3532	3399
816605	3680	3532	3399
816706	3680	3533	3400
816807	3681	3533	3400
816908	3681	3533	3400
817009	3682	3533	3400
817110	3682	3534	3401
817211	3682	3534	3401
817312	3682	3534	3401
817413	3683	3534	3401
817514	3683	3535	3402
817615	3684	3535	3402
817716	3684	3536	3403
817817	3685	3536	3403
817918	3685	3537	3404
818019	3686	3537	3404
818120	3686	3538	3405
818221	3687	3538	3405
818322	3687	3539	3406
818427	3687	3539	3406
818528	3687	3539	3406
818629	3688	3539	3406
818730	3688	3540	3407
818831	3689	3540	3407
818932	3689	3541	3408
819033	3690	3542	3408
819134	3690	3542	3409
819235	3691	3543	3409
819336	3691	3543	3410
819437	3692	3544	3410
819538	3692	3544	3411
819639	3693	3545	3411
819740	3693	3545	3412
819841	3694	3546	3412
819942	3694	3546	3413
820043	3694	3546	3413
820144	3694	3546	3413
820245	3695	3547	3413
820346	3695	3547	3414
820447	3696	3548	3414
820548	3696	3548	3415
820649	3697	3549	3415
820750	3697	3549	3416
820851	3698	3550	3416
820952	3698	3550	3417
821053	3699	3551	3417
821154	3699	3551	3418
821255	3700	3552	3418
821356	3700	3552	3419
821457	3701	3552	3419
821558	3701	3552	3419
821659	3702	3553	3419
821760	3702	3553	3420
821861	3702	3553	3420
821962	3702	3553	3420
822063	3703	3554	3420
822164	3703	3554	3421
822265	3704	3555	3421
822366	3704	3555	3422
822467	3705	3556	3422
822568	3705	3556	3423
822669	3706	3557	3423
822770	3706	3557	3424
822871	3707	3558	3424
822972	3707	3558	3424
823073	3708	3559	3424
823174	3708	3559	3425
823275	3709	3560	3425
823376	3709	3560	3426
823477	3710	3561	3426
823578	3710	3561	3427
823679	3711	3562	3427
823780	3711	3562	3428
823881	3712	3563	3428
823982	3712	3563	3429
824083	3713	3564	3429
824184	3713	3564	3430
824285	3714	3565	3431
824386	3714	3565	3431
824487	3715	3566	3432
824588	3715	3566	3432
824689	3716	3566	3432
824790	3716	3566	3432
824891	3717	3567	3433
824992	3717	3567	3433
825093	3718	3568	3434
825194	3718	3568	3434
825295	3719	3569	3435
825396	3719	3569	3435
825497	3720	3570	3436
825598	3720	3570	3436
825699	3721	3571	3437
825800	3721	3571	3437
825901	3722	3572	3438
826002	3722	3572	3438
826103	3723	3573	3438
826204	3723	3573	3438
826305	3724	3574	3439
826406	3724	3574	3439
826507	3725	3575	3440
826608	3725	3575	3440
826709	3726	3576	3441
826810	3726	3576	3441
826911	3727	3577	3442
827012	3727	3577	3442
827113	3728	3578	3443
827214	3728	3578	3443
827315	3729	3579	3444
827416	3729	3579	3444
827517	3730	3580	3444
827618	3730	3580	3444
827719	3731	3581	3445
827820	3731	3581	3445
827921	3731	3581	3445
828022	3731	3581	3445
828123	3732	3582	3446
828224	3732	3582	3446
828325	3733	3583	3447
828426	3733	3583	3447
828527	3734	3584	3448
828628	3734	3584	3448
828729	3735	3585	3449
828830	3735	3585	3449
828931	3736	3586	3450
829032	3736	3586	3450
829133	3737	3587	3451
829234	3737	3587	3451
829335	3738	3588	3452
829436	3738	3588	3452
829537	3739	3589	3453
829638	3739	3589	3453
829739	3740	3590	3454
829840	3740	3590	3454
829941	3741	3591	3455
830042	3741	3591	3455
830143	3742	3592	3456
830244	3742	3592	3456
830345	3743	3593	3457
830446	3743	3593	3457
830547	3744	3594	3458
830648	3744	3594	3458
830749	3744	3594	3458
830850	3744	3594	3458
830951	3745	3595	3459
831052	3745	3595	3459
831153	3746	3596	3460
831254	3746	3596	3460
831355	3747	3597	3461
831456	3747	3597	3461
831557	3748	3598	3462
831658	3748	3598	3462
831759	3749	3599	3463
831860	3749	3599	3463
831961	3750	3600	3463
832062	3750	3600	3463
832163	3751	3601	3464
832264	3751	3601	3464
832365	3751	3601	3464
832466	3751	3601	3464
832567	3752	3602	3465
832668	3752	3602	3465
832769	3753	3603	3466
832870	3753	3603	3466
832971	3754	3604	3467
833072	3754	3604	3467
833173	3755	3605	3468
833274	3755	3605	3468
833375	3756	3606	3469
833476	3756	3606	3469
833577	3756	3606	3469
833678	3756	3606	3469
833779	3757	3607	3470
833891	3757	3607	3470
833992	3757	3607	3470
834093	3758	3607	3470
834194	3758	3608	3471
834295	3759	3608	3471
834396	3759	3609	3472
834497	3760	3609	3472
834598	3760	3610	3473
834699	3761	3610	3473
834800	3761	3611	3474
834901	3762	3611	3474
835002	3762	3612	3475
835103	3763	3612	3475
835204	3763	3613	3476
835305	3764	3613	3476
835406	3764	3614	3477
835507	3765	3614	3477
835608	3765	3615	3478
835709	3766	3615	3478
835810	3766	3616	3479
835911	3767	3616	3479
836012	3767	3617	3480
836113	3768	3617	3480
836214	3768	3618	3481
836315	3769	3618	3481
836416	3769	3619	3482
836517	3770	3619	3482
836618	3770	3619	3482
836719	3771	3619	3482
836820	3771	3620	3483
836921	3771	3620	3483
837022	3771	3620	3483
837123	3772	3621	3483
837224	3772	3621	3484
837325	3773	3622	3484
837426	3773	3622	3485
837527	3774	3623	3485
837628	3774	3623	3486
837729	3775	3624	3486
837830	3775	3624	3487
837931	3776	3625	3487
838032	3776	3625	3488
838133	3777	3626	3488
838234	3777	3626	3489
838335	3778	3627	3489
838436	3778	3627	3490
838537	3779	3628	3490
838638	3779	3628	3491
838739	3780	3629	3491
838840	3780	3629	3492
838941	3781	3630	3492
839042	3781	3630	3493
839143	3782	3631	3493
839244	3782	3631	3494
839345	3783	3632	3494
839446	3783	3632	3495
839547	3784	3633	3495
839648	3784	3633	3496
839749	3785	3633	3496
839850	3785	3634	3497
839951	3785	3634	3497
840052	3785	3634	3497
840153	3786	3635	3497
840254	3786	3635	3498
840355	3787	3636	3498
840456	3787	3636	3499
840557	3788	3637	3499
840658	3788	3637	3500
840759	3789	3638	3500
840860	3789	3638	3501
840961	3790	3639	3501
841062	3790	3639	3502
841163	3791	3640	3502
841264	3791	3640	3502
841375	3792	3641	3503
841476	3792	3641	3503
841577	3793	3642	3504
841678	3793	3642	3504
841779	3794	3643	3505
841880	3794	3643	3505
841981	3795	3644	3506
842082	3795	3644	3506
842183	3796	3645	3507
842284	3796	3645	3507
842385	3797	3646	3508
842486	3797	3646	3508
842587	3797	3646	3508
842688	3797	3646	3508
842789	3798	3647	3509
842890	3798	3647	3509
842991	3798	3647	3509
843092	3798	3647	3509
843193	3799	3648	3510
843294	3799	3648	3510
843395	3800	3649	3511
843496	3800	3649	3511
843597	3801	3650	3512
843698	3801	3650	3512
843799	3802	3651	3513
843900	3802	3651	3513
844001	3803	3652	3514
844102	3803	3652	3514
844219	3804	3653	3514
844320	3804	3653	3514
844421	3805	3654	3515
844522	3805	3654	3515
844623	3806	3655	3516
844724	3806	3655	3516
844825	3807	3656	3517
844926	3807	3656	3517
845027	3808	3657	3518
845128	3808	3657	3518
845229	3809	3658	3519
845330	3809	3658	3519
845431	3810	3659	3520
845532	3810	3659	3520
845633	3810	3659	3520
845734	3810	3659	3520
845835	3811	3660	3521
845955	3811	3660	3521
846056	3811	3660	3521
846157	3812	3660	3521
846258	3812	3661	3522
846359	3813	3661	3522
846460	3813	3662	3523
846561	3814	3662	3523
846662	3814	3663	3524
846763	3815	3663	3524
846864	3815	3664	3525
846965	3816	3664	3525
847066	3816	3665	3525
847167	3817	3665	3525
847268	3817	3666	3526
847369	3817	3666	3526
847470	3817	3666	3526
847571	3818	3666	3526
847672	3818	3667	3527
847773	3819	3667	3527
847874	3819	3668	3528
847975	3820	3668	3528
848076	3820	3669	3529
848177	3821	3669	3529
848278	3821	3670	3530
848379	3822	3671	3530
848480	3822	3671	3531
848581	3822	3671	3531
848682	3822	3671	3531
848783	3823	3671	3531
848884	3823	3672	3532
848985	3823	3672	3532
849086	3823	3672	3532
849187	3824	3673	3532
849288	3824	3673	3533
849389	3825	3674	3533
849490	3825	3674	3534
849591	3826	3675	3534
849692	3826	3675	3535
849793	3827	3676	3535
849894	3827	3676	3536
849995	3828	3677	3536
850096	3828	3677	3537
850197	3829	3677	3537
850298	3829	3678	3538
850399	3829	3678	3538
850500	3829	3678	3538
850601	3830	3679	3538
850702	3830	3679	3539
850803	3831	3680	3539
850904	3831	3680	3540
851005	3832	3681	3540
851106	3832	3681	3541
851207	3833	3682	3541
851308	3833	3682	3542
851409	3834	3683	3542
851510	3834	3683	3543
851611	3834	3683	3543
851712	3834	3683	3543
851813	3835	3684	3543
851914	3835	3684	3544
852015	3835	3684	3544
852116	3835	3684	3544
852217	3836	3685	3544
852318	3836	3685	3545
852419	3837	3686	3545
852520	3837	3686	3546
852621	3838	3687	3546
852722	3838	3687	3547
852823	3839	3688	3547
852924	3839	3688	3548
853025	3840	3689	3548
853126	3840	3689	3548
853227	3841	3690	3548
853328	3841	3690	3549
853429	3841	3690	3549
853530	3841	3690	3549
853631	3842	3691	3549
853732	3842	3691	3550
853833	3843	3692	3551
853934	3843	3692	3551
854035	3844	3693	3552
854136	3844	3693	3552
854237	3845	3694	3553
854338	3845	3694	3553
854439	3846	3695	3554
854540	3846	3695	3554
854641	3847	3696	3554
854742	3847	3696	3555
854843	3848	3697	3555
854944	3848	3697	3556
855045	3849	3698	3557
855146	3849	3698	3557
855247	3850	3699	3558
855348	3850	3699	3558
855449	3851	3700	3559
855550	3851	3700	3559
855651	3852	3701	3560
855752	3852	3701	3560
855853	3853	3702	3561
855954	3853	3702	3561
856055	3854	3703	3562
856156	3854	3703	3562
856257	3854	3703	3562
856358	3854	3703	3562
856459	3855	3704	3563
856560	3855	3704	3563
856661	3856	3705	3564
856762	3856	3705	3564
856863	3857	3706	3565
856964	3857	3706	3565
857065	3858	3707	3566
857166	3858	3707	3566
857267	3859	3708	3567
857368	3859	3708	3567
857469	3860	3709	3568
857570	3860	3709	3568
857671	3861	3710	3569
857772	3861	3710	3569
857873	3861	3710	3569
857974	3861	3710	3569
858075	3862	3711	3570
858176	3862	3711	3570
858277	3863	3712	3571
858378	3863	3712	3571
858479	3864	3713	3572
858580	3864	3713	3572
858681	3865	3714	3573
858782	3865	3714	3573
858883	3866	3715	3574
858984	3866	3715	3574
859085	3867	3716	3575
859186	3867	3716	3575
859287	3868	3717	3576
859388	3868	3717	3576
859489	3869	3718	3577
859590	3869	3718	3577
859691	3870	3719	3578
859792	3870	3719	3578
859893	3871	3720	3579
859994	3871	3720	3579
860095	3872	3721	3580
860196	3872	3721	3580
860297	3873	3722	3581
860398	3873	3722	3581
860510	3874	3723	3582
860611	3874	3723	3582
860712	3874	3723	3582
860813	3874	3723	3582
860914	3875	3724	3583
861015	3875	3724	3583
861116	3875	3724	3583
861217	3876	3724	3583
861318	3876	3725	3584
861419	3877	3725	3584
861520	3877	3726	3585
861621	3878	3726	3585
861722	3878	3727	3586
861823	3879	3727	3586
861924	3879	3728	3587
862025	3880	3728	3587
862126	3880	3729	3588
862227	3881	3729	3588
862328	3881	3730	3588
862429	3882	3730	3588
862530	3882	3731	3589
862631	3883	3731	3589
862732	3883	3732	3590
862833	3884	3732	3590
862934	3884	3733	3591
863035	3885	3733	3591
863136	3885	3734	3592
863237	3886	3734	3592
863338	3886	3735	3593
863439	3887	3735	3593
863540	3887	3736	3594
863641	3888	3736	3594
863742	3888	3737	3594
863843	3889	3737	3594
863944	3889	3738	3595
864047	3889	3738	3595
